PMCID,PMID,NCTID,PMIDs,Randomized,RCT,PMCFILE
PMC3964149,24294837,./NCT0327xxxx/NCT03272516.xml:,<PMID>24294837</PMID>,<allocation>Randomized</allocation>,True,PMC3964149.nxml
PMC3999148,24763812,./NCT0327xxxx/NCT03272516.xml:,<PMID>24763812</PMID>,<allocation>Randomized</allocation>,True,PMC3999148.nxml
PMC4066271,24916319,./NCT0327xxxx/NCT03272516.xml:,<PMID>24916319</PMID>,<allocation>Randomized</allocation>,True,PMC4066271.nxml
PMC4198116,25333885,./NCT0327xxxx/NCT03272516.xml:,<PMID>25333885</PMID>,<allocation>Randomized</allocation>,True,PMC4198116.nxml
PMC4928699,27078186,./NCT0327xxxx/NCT03272516.xml:,<PMID>27078186</PMID>,<allocation>Randomized</allocation>,True,PMC4928699.nxml
PMC2430173,18415807,./NCT0335xxxx/NCT03355677.xml:,<PMID>18415807</PMID>,<allocation>Randomized</allocation>,True,PMC2430173.nxml
PMC4487386,26306100,./NCT0335xxxx/NCT03355677.xml:,<PMID>26306100</PMID>,<allocation>Randomized</allocation>,True,PMC4487386.nxml
PMC4551096,26313400,./NCT0335xxxx/NCT03355677.xml:,<PMID>26313400</PMID>,<allocation>Randomized</allocation>,True,PMC4551096.nxml
PMC2246076,18301716,./NCT0336xxxx/NCT03365011.xml:,<PMID>18301716</PMID>,<allocation>Randomized</allocation>,True,PMC2246076.nxml
PMC3297194,22408611,./NCT0336xxxx/NCT03365011.xml:,<PMID>22408611</PMID>,<allocation>Randomized</allocation>,True,PMC3297194.nxml
PMC4761638,26467416,./NCT0336xxxx/NCT03365011.xml:,<PMID>26467416</PMID>,<allocation>Randomized</allocation>,True,PMC4761638.nxml
PMC4014358,24833921,./NCT0339xxxx/NCT03390049.xml:,<PMID>24833921</PMID>,<allocation>Randomized</allocation>,True,PMC4014358.nxml
PMC5109256,27872745,./NCT0339xxxx/NCT03390049.xml:,<PMID>27872745</PMID>,<allocation>Randomized</allocation>,True,PMC5109256.nxml
PMC4892748,24177477,./NCT0347xxxx/NCT03475290.xml:,<PMID>24177477</PMID>,<allocation>Randomized</allocation>,True,PMC4892748.nxml
PMC1779399,16762044,./NCT0240xxxx/NCT02406313.xml:,<PMID>16762044</PMID>,<allocation>Randomized</allocation>,True,PMC1779399.nxml
PMC2809964,19959762,./NCT0275xxxx/NCT02756169.xml:,<PMID>19959762</PMID>,<allocation>Randomized</allocation>,True,PMC2809964.nxml
PMC4275218,25536196,./NCT0275xxxx/NCT02756169.xml:,<PMID>25536196</PMID>,<allocation>Randomized</allocation>,True,PMC4275218.nxml
PMC2865797,20490305,./NCT0210xxxx/NCT02107469.xml:,<PMID>20490305</PMID>,<allocation>Randomized</allocation>,True,PMC2865797.nxml
PMC3274729,22319255,./NCT0210xxxx/NCT02107469.xml:,<PMID>22319255</PMID>,<allocation>Randomized</allocation>,True,PMC3274729.nxml
PMC3281371,22233153,./NCT0210xxxx/NCT02107469.xml:,<PMID>22233153</PMID>,<allocation>Randomized</allocation>,True,PMC3281371.nxml
PMC3326881,22529650,./NCT0210xxxx/NCT02107469.xml:,<PMID>22529650</PMID>,<allocation>Randomized</allocation>,True,PMC3326881.nxml
PMC3427961,22956922,./NCT0210xxxx/NCT02107469.xml:,<PMID>22956922</PMID>,<allocation>Randomized</allocation>,True,PMC3427961.nxml
PMC2553430,18762870,./NCT0268xxxx/NCT02689024.xml:,<PMID>18762870</PMID>,<allocation>Randomized</allocation>,True,PMC2553430.nxml
PMC2744739,19690943,./NCT0268xxxx/NCT02689024.xml:,<PMID>19690943</PMID>,<allocation>Randomized</allocation>,True,PMC2744739.nxml
PMC3279500,22383926,./NCT0268xxxx/NCT02689024.xml:,<PMID>22383926</PMID>,<allocation>Randomized</allocation>,True,PMC3279500.nxml
PMC4061486,24977087,./NCT0268xxxx/NCT02689024.xml:,<PMID>24977087</PMID>,<allocation>Randomized</allocation>,True,PMC4061486.nxml
PMC4083140,24957807,./NCT0268xxxx/NCT02689024.xml:,<PMID>24957807</PMID>,<allocation>Randomized</allocation>,True,PMC4083140.nxml
PMC2771281,19907649,./NCT0162xxxx/NCT01629316.xml:,<PMID>19907649</PMID>,<allocation>Randomized</allocation>,True,PMC2771281.nxml
PMC3181997,21842619,./NCT0325xxxx/NCT03258138.xml:,<PMID>21842619</PMID>,  1:1 allocation comparing a more intensive program (MIP - usual care plus healthy lifestyles,False,PMC3181997.nxml
PMC4557925,26329614,./NCT0325xxxx/NCT03258138.xml:,<PMID>26329614</PMID>,  1:1 allocation comparing a more intensive program (MIP - usual care plus healthy lifestyles,False,PMC4557925.nxml
PMC4656257,26596588,./NCT0325xxxx/NCT03258138.xml:,<PMID>26596588</PMID>,  1:1 allocation comparing a more intensive program (MIP - usual care plus healthy lifestyles,False,PMC4656257.nxml
PMC2974193,20820932,./NCT0292xxxx/NCT02922062.xml:,<PMID>20820932</PMID>,<allocation>Randomized</allocation>,True,PMC2974193.nxml
PMC4240601,25415333,./NCT0292xxxx/NCT02922062.xml:,<PMID>25415333</PMID>,<allocation>Randomized</allocation>,True,PMC4240601.nxml
PMC2253525,18163918,./NCT0304xxxx/NCT03044158.xml:,<PMID>18163918</PMID>,<allocation>Randomized</allocation>,True,PMC2253525.nxml
PMC2507717,18631386,./NCT0304xxxx/NCT03044158.xml:,<PMID>18631386</PMID>,<allocation>Randomized</allocation>,True,PMC2507717.nxml
PMC3144197,21814496,./NCT0304xxxx/NCT03044158.xml:,<PMID>21814496</PMID>,<allocation>Randomized</allocation>,True,PMC3144197.nxml
PMC3503622,22853820,./NCT0304xxxx/NCT03044158.xml:,<PMID>22853820</PMID>,<allocation>Randomized</allocation>,True,PMC3503622.nxml
PMC4098913,25025235,./NCT0304xxxx/NCT03044158.xml:,<PMID>25025235</PMID>,<allocation>Randomized</allocation>,True,PMC4098913.nxml
PMC4470349,24448973,./NCT0304xxxx/NCT03044158.xml:,<PMID>24448973</PMID>,<allocation>Randomized</allocation>,True,PMC4470349.nxml
PMC4575203,26383102,./NCT0304xxxx/NCT03044158.xml:,<PMID>26383102</PMID>,<allocation>Randomized</allocation>,True,PMC4575203.nxml
PMC2907308,20584266,./NCT0324xxxx/NCT03243396.xml:,<PMID>20584266</PMID>,<allocation>Randomized</allocation>,True,PMC2907308.nxml
PMC3284435,22099582,./NCT0324xxxx/NCT03243396.xml:,<PMID>22099582</PMID>,<allocation>Randomized</allocation>,True,PMC3284435.nxml
PMC3317864,22417162,./NCT0324xxxx/NCT03243396.xml:,<PMID>22417162</PMID>,<allocation>Randomized</allocation>,True,PMC3317864.nxml
PMC3335140,22335179,./NCT0324xxxx/NCT03243396.xml:,<PMID>22335179</PMID>,<allocation>Randomized</allocation>,True,PMC3335140.nxml
PMC3374817,22719867,./NCT0324xxxx/NCT03243396.xml:,<PMID>22719867</PMID>,<allocation>Randomized</allocation>,True,PMC3374817.nxml
PMC3852739,24088228,./NCT0324xxxx/NCT03243396.xml:,<PMID>24088228</PMID>,<allocation>Randomized</allocation>,True,PMC3852739.nxml
PMC3900326,24456645,./NCT0324xxxx/NCT03243396.xml:,<PMID>24456645</PMID>,<allocation>Randomized</allocation>,True,PMC3900326.nxml
PMC3928234,24558389,./NCT0324xxxx/NCT03243396.xml:,<PMID>24558389</PMID>,<allocation>Randomized</allocation>,True,PMC3928234.nxml
PMC4019370,24885976,./NCT0324xxxx/NCT03243396.xml:,<PMID>24885976</PMID>,<allocation>Randomized</allocation>,True,PMC4019370.nxml
PMC4127163,24506336,./NCT0324xxxx/NCT03243396.xml:,<PMID>24506336</PMID>,<allocation>Randomized</allocation>,True,PMC4127163.nxml
PMC4467827,26085939,./NCT0324xxxx/NCT03243396.xml:,<PMID>26085939</PMID>,<allocation>Randomized</allocation>,True,PMC4467827.nxml
PMC4600252,26453554,./NCT0324xxxx/NCT03243396.xml:,<PMID>26453554</PMID>,<allocation>Randomized</allocation>,True,PMC4600252.nxml
PMC4687983,26344808,./NCT0324xxxx/NCT03243396.xml:,<PMID>26344808</PMID>,<allocation>Randomized</allocation>,True,PMC4687983.nxml
PMC4804528,27005280,./NCT0324xxxx/NCT03243396.xml:,<PMID>27005280</PMID>,<allocation>Randomized</allocation>,True,PMC4804528.nxml
PMC4949721,26748662,./NCT0324xxxx/NCT03243396.xml:,<PMID>26748662</PMID>,<allocation>Randomized</allocation>,True,PMC4949721.nxml
PMC2770107,19054817,./NCT0140xxxx/NCT01402011.xml:,<PMID>19054817</PMID>,  random allocation.) Dr. Bertrand's file will record the patient's number. The pharmacist will,False,PMC2770107.nxml
PMC2680044,19440346,./NCT0204xxxx/NCT02043080.xml:,<PMID>19440346</PMID>,<allocation>Randomized</allocation>,True,PMC2680044.nxml
PMC2887494,19925961,./NCT0204xxxx/NCT02043080.xml:,<PMID>19925961</PMID>,<allocation>Randomized</allocation>,True,PMC2887494.nxml
PMC3085933,21507477,./NCT0204xxxx/NCT02043080.xml:,<PMID>21507477</PMID>,<allocation>Randomized</allocation>,True,PMC3085933.nxml
PMC3208552,22073271,./NCT0204xxxx/NCT02043080.xml:,<PMID>22073271</PMID>,<allocation>Randomized</allocation>,True,PMC3208552.nxml
PMC1904447,17555558,./NCT0301xxxx/NCT03018236.xml:,<PMID>17555558</PMID>,<allocation>Randomized</allocation>,True,PMC1904447.nxml
PMC2851032,18552739,./NCT0301xxxx/NCT03018236.xml:,<PMID>18552739</PMID>,<allocation>Randomized</allocation>,True,PMC2851032.nxml
PMC3410620,22806211,./NCT0301xxxx/NCT03018236.xml:,<PMID>22806211</PMID>,<allocation>Randomized</allocation>,True,PMC3410620.nxml
PMC3607895,23528991,./NCT0301xxxx/NCT03018236.xml:,<PMID>23528991</PMID>,<allocation>Randomized</allocation>,True,PMC3607895.nxml
PMC3919718,24520330,./NCT0301xxxx/NCT03018236.xml:,<PMID>24520330</PMID>,<allocation>Randomized</allocation>,True,PMC3919718.nxml
PMC4290095,25494594,./NCT0301xxxx/NCT03018236.xml:,<PMID>25494594</PMID>,<allocation>Randomized</allocation>,True,PMC4290095.nxml
PMC1513141,16951723,./NCT0045xxxx/NCT00452738.xml:,<PMID>16951723</PMID>,<allocation>Randomized</allocation>,True,PMC1513141.nxml
PMC1513398,16774687,./NCT0040xxxx/NCT00404287.xml:,<PMID>16774687</PMID>,<allocation>Randomized</allocation>,True,PMC1513398.nxml
PMC4603022,26200636,./NCT0341xxxx/NCT03413904.xml:,<PMID>26200636</PMID>,<allocation>Randomized</allocation>,True,PMC4603022.nxml
PMC4956704,26537907,./NCT0341xxxx/NCT03413904.xml:,<PMID>26537907</PMID>,<allocation>Randomized</allocation>,True,PMC4956704.nxml
PMC4237549,23853103,./NCT0176xxxx/NCT01762644.xml:,<PMID>23853103</PMID>,<allocation>Randomized</allocation>,True,PMC4237549.nxml
PMC4283272,24997559,./NCT0176xxxx/NCT01762644.xml:,<PMID>24997559</PMID>,<allocation>Randomized</allocation>,True,PMC4283272.nxml
PMC4573948,26381501,./NCT0269xxxx/NCT02696122.xml:,<PMID>26381501</PMID>,"  will be blinded to group allocation, but not the anesthesia. The anesthetic technique to be",False,PMC4573948.nxml
PMC3235289,21434791,./NCT0309xxxx/NCT03091075.xml:,<PMID>21434791</PMID>,<allocation>Randomized</allocation>,True,PMC3235289.nxml
PMC3664677,23730471,./NCT0309xxxx/NCT03091075.xml:,<PMID>23730471</PMID>,<allocation>Randomized</allocation>,True,PMC3664677.nxml
PMC4434524,25925431,./NCT0219xxxx/NCT02197481.xml:,  <doc_id>PMID:25925431</doc_id>,<allocation>Randomized</allocation>,True,PMC4434524.nxml
PMC3717601,23243265,./NCT0235xxxx/NCT02357498.xml:,<PMID>23243265</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3717601.nxml
PMC3991865,24721812,./NCT0235xxxx/NCT02357498.xml:,<PMID>24721812</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3991865.nxml
PMC3400644,22829885,./NCT0257xxxx/NCT02577705.xml:,<PMID>22829885</PMID>,<allocation>Randomized</allocation>,True,PMC3400644.nxml
PMC3468617,23071495,./NCT0197xxxx/NCT01970501.xml:,<PMID>23071495</PMID>,<allocation>Randomized</allocation>,True,PMC3468617.nxml
PMC1524983,16768804,./NCT0327xxxx/NCT03272737.xml:,<PMID>16768804</PMID>,<allocation>Randomized</allocation>,True,PMC1524983.nxml
PMC3193523,21825283,./NCT0327xxxx/NCT03272737.xml:,<PMID>21825283</PMID>,<allocation>Randomized</allocation>,True,PMC3193523.nxml
PMC3485988,23133756,./NCT0327xxxx/NCT03272737.xml:,<PMID>23133756</PMID>,<allocation>Randomized</allocation>,True,PMC3485988.nxml
PMC3534116,23300795,./NCT0327xxxx/NCT03272737.xml:,<PMID>23300795</PMID>,<allocation>Randomized</allocation>,True,PMC3534116.nxml
PMC3620094,23573066,./NCT0327xxxx/NCT03272737.xml:,<PMID>23573066</PMID>,<allocation>Randomized</allocation>,True,PMC3620094.nxml
PMC3747387,23984434,./NCT0327xxxx/NCT03272737.xml:,<PMID>23984434</PMID>,<allocation>Randomized</allocation>,True,PMC3747387.nxml
PMC3767914,24058346,./NCT0327xxxx/NCT03272737.xml:,<PMID>24058346</PMID>,<allocation>Randomized</allocation>,True,PMC3767914.nxml
PMC3936540,24653904,./NCT0327xxxx/NCT03272737.xml:,<PMID>24653904</PMID>,<allocation>Randomized</allocation>,True,PMC3936540.nxml
PMC3964027,24672230,./NCT0327xxxx/NCT03272737.xml:,<PMID>24672230</PMID>,<allocation>Randomized</allocation>,True,PMC3964027.nxml
PMC4199970,25336932,./NCT0327xxxx/NCT03272737.xml:,<PMID>25336932</PMID>,<allocation>Randomized</allocation>,True,PMC4199970.nxml
PMC4232679,25344395,./NCT0327xxxx/NCT03272737.xml:,<PMID>25344395</PMID>,<allocation>Randomized</allocation>,True,PMC4232679.nxml
PMC4333299,25722960,./NCT0327xxxx/NCT03272737.xml:,<PMID>25722960</PMID>,<allocation>Randomized</allocation>,True,PMC4333299.nxml
PMC4414960,25932410,./NCT0327xxxx/NCT03272737.xml:,<PMID>25932410</PMID>,<allocation>Randomized</allocation>,True,PMC4414960.nxml
PMC4422957,25954122,./NCT0327xxxx/NCT03272737.xml:,<PMID>25954122</PMID>,<allocation>Randomized</allocation>,True,PMC4422957.nxml
PMC4443533,26003560,./NCT0327xxxx/NCT03272737.xml:,<PMID>26003560</PMID>,<allocation>Randomized</allocation>,True,PMC4443533.nxml
PMC4502052,26191475,./NCT0327xxxx/NCT03272737.xml:,<PMID>26191475</PMID>,<allocation>Randomized</allocation>,True,PMC4502052.nxml
PMC4751635,26867541,./NCT0327xxxx/NCT03272737.xml:,<PMID>26867541</PMID>,<allocation>Randomized</allocation>,True,PMC4751635.nxml
PMC2779605,20165535,./NCT0272xxxx/NCT02725905.xml:,<PMID>20165535</PMID>,<allocation>Randomized</allocation>,True,PMC2779605.nxml
PMC1525200,16723013,./NCT0071xxxx/NCT00719641.xml:,<PMID>16723013</PMID>,<allocation>Randomized</allocation>,True,PMC1525200.nxml
PMC1526481,16192667,./NCT0079xxxx/NCT00790478.xml:,<PMID>16192667</PMID>,<allocation>Randomized</allocation>,True,PMC1526481.nxml
PMC1526551,16507119,./NCT0060xxxx/NCT00604539.xml:,<PMID>16507119</PMID>,<allocation>Randomized</allocation>,True,PMC1526551.nxml
PMC3086081,21367761,./NCT0060xxxx/NCT00604539.xml:,<PMID>21367761</PMID>,<allocation>Randomized</allocation>,True,PMC3086081.nxml
PMC1526556,16356199,./NCT0011xxxx/NCT00111657.xml:,<PMID>16356199</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1526556.nxml
PMC2936932,20838474,./NCT0177xxxx/NCT01772485.xml:,<PMID>20838474</PMID>,<allocation>Randomized</allocation>,True,PMC2936932.nxml
PMC4872403,27070409,./NCT0177xxxx/NCT01772485.xml:,<PMID>27070409</PMID>,<allocation>Randomized</allocation>,True,PMC4872403.nxml
PMC3921158,24523898,./NCT0257xxxx/NCT02571504.xml:,<PMID>24523898</PMID>,<allocation>Randomized</allocation>,True,PMC3921158.nxml
PMC4075341,24680712,./NCT0257xxxx/NCT02571504.xml:,<PMID>24680712</PMID>,<allocation>Randomized</allocation>,True,PMC4075341.nxml
PMC4164022,24615748,./NCT0320xxxx/NCT03203733.xml:,<PMID>24615748</PMID>,<allocation>Randomized</allocation>,True,PMC4164022.nxml
PMC3101135,21569266,./NCT0211xxxx/NCT02114892.xml:,<PMID>21569266</PMID>,<allocation>Randomized</allocation>,True,PMC3101135.nxml
PMC3108962,21673955,./NCT0211xxxx/NCT02114892.xml:,<PMID>21673955</PMID>,<allocation>Randomized</allocation>,True,PMC3108962.nxml
PMC3348475,22436213,./NCT0211xxxx/NCT02114892.xml:,<PMID>22436213</PMID>,<allocation>Randomized</allocation>,True,PMC3348475.nxml
PMC3506499,22913271,./NCT0211xxxx/NCT02114892.xml:,<PMID>22913271</PMID>,<allocation>Randomized</allocation>,True,PMC3506499.nxml
PMC4514113,18266981,./NCT0211xxxx/NCT02114892.xml:,<PMID>18266981</PMID>,<allocation>Randomized</allocation>,True,PMC4514113.nxml
PMC1533322,9703487,./NCT0105xxxx/NCT01059474.xml:,<PMID>9703487</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1533322.nxml
PMC2682483,19478850,./NCT0105xxxx/NCT01059474.xml:,<PMID>19478850</PMID>,<allocation>Non-Randomized</allocation>,False,PMC2682483.nxml
PMC2135212,19871167,./NCT0259xxxx/NCT02592486.xml:,<PMID>19871167</PMID>,<allocation>Randomized</allocation>,True,PMC2135212.nxml
PMC3353170,22297020,./NCT0243xxxx/NCT02439281.xml:,<PMID>22297020</PMID>,<allocation>Randomized</allocation>,True,PMC3353170.nxml
PMC4326968,25710047,./NCT0243xxxx/NCT02439281.xml:,<PMID>25710047</PMID>,<allocation>Randomized</allocation>,True,PMC4326968.nxml
PMC1540438,16600048,./NCT0201xxxx/NCT02019420.xml:,<PMID>16600048</PMID>,<allocation>Randomized</allocation>,True,PMC1540438.nxml
PMC3352099,21163725,./NCT0201xxxx/NCT02019420.xml:,<PMID>21163725</PMID>,<allocation>Randomized</allocation>,True,PMC3352099.nxml
PMC3116125,21416186,./NCT0287xxxx/NCT02877420.xml:,<PMID>21416186</PMID>,"  randomization algorithm, to one of two groups (following a 1:1 allocation distribution)",False,PMC3116125.nxml
PMC3711364,23412933,./NCT0287xxxx/NCT02877420.xml:,<PMID>23412933</PMID>,"  randomization algorithm, to one of two groups (following a 1:1 allocation distribution)",False,PMC3711364.nxml
PMC4645827,26734331,./NCT0287xxxx/NCT02877420.xml:,<PMID>26734331</PMID>,"  randomization algorithm, to one of two groups (following a 1:1 allocation distribution)",False,PMC4645827.nxml
PMC2626672,19103881,./NCT0271xxxx/NCT02719665.xml:,<PMID>19103881</PMID>,<allocation>Randomized</allocation>,True,PMC2626672.nxml
PMC3340015,22538616,./NCT0271xxxx/NCT02719665.xml:,<PMID>22538616</PMID>,<allocation>Randomized</allocation>,True,PMC3340015.nxml
PMC4237455,25409514,./NCT0271xxxx/NCT02719665.xml:,<PMID>25409514</PMID>,<allocation>Randomized</allocation>,True,PMC4237455.nxml
PMC4599461,26296857,./NCT0271xxxx/NCT02719665.xml:,<PMID>26296857</PMID>,<allocation>Randomized</allocation>,True,PMC4599461.nxml
PMC2749015,19709410,./NCT0256xxxx/NCT02565355.xml:,<PMID>19709410</PMID>,<allocation>Randomized</allocation>,True,PMC2749015.nxml
PMC2945176,20876709,./NCT0291xxxx/NCT02915263.xml:,<PMID>20876709</PMID>,<allocation>Randomized</allocation>,True,PMC2945176.nxml
PMC3692523,23825556,./NCT0241xxxx/NCT02414399.xml:,<PMID>23825556</PMID>,<allocation>Randomized</allocation>,True,PMC3692523.nxml
PMC1550405,16848893,./NCT0041xxxx/NCT00415766.xml:,<PMID>16848893</PMID>,<allocation>Randomized</allocation>,True,PMC1550405.nxml
PMC1550567,14517111,./NCT0012xxxx/NCT00123396.xml:,<PMID>14517111</PMID>,<allocation>Randomized</allocation>,True,PMC1550567.nxml
PMC1550590,15111269,./NCT0230xxxx/NCT02300675.xml:,<PMID>15111269</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1550590.nxml
PMC1550683,16403721,./NCT0131xxxx/NCT01315756.xml:,<PMID>16403721</PMID>,<allocation>Randomized</allocation>,True,PMC1550683.nxml
PMC1550720,16756669,./NCT0115xxxx/NCT01154270.xml:,<PMID>16756669</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1550720.nxml
PMC2585674,18690489,./NCT0333xxxx/NCT03333837.xml:,<PMID>18690489</PMID>,<allocation>Randomized</allocation>,True,PMC2585674.nxml
PMC2917240,20725636,./NCT0333xxxx/NCT03333837.xml:,<PMID>20725636</PMID>,<allocation>Randomized</allocation>,True,PMC2917240.nxml
PMC3156726,21745370,./NCT0333xxxx/NCT03333837.xml:,<PMID>21745370</PMID>,<allocation>Randomized</allocation>,True,PMC3156726.nxml
PMC3176453,21960971,./NCT0333xxxx/NCT03333837.xml:,<PMID>21960971</PMID>,<allocation>Randomized</allocation>,True,PMC3176453.nxml
PMC3581819,23447455,./NCT0333xxxx/NCT03333837.xml:,<PMID>23447455</PMID>,<allocation>Randomized</allocation>,True,PMC3581819.nxml
PMC3652205,23690846,./NCT0333xxxx/NCT03333837.xml:,<PMID>23690846</PMID>,<allocation>Randomized</allocation>,True,PMC3652205.nxml
PMC4153626,25184785,./NCT0333xxxx/NCT03333837.xml:,<PMID>25184785</PMID>,<allocation>Randomized</allocation>,True,PMC4153626.nxml
PMC4276480,25452229,./NCT0333xxxx/NCT03333837.xml:,<PMID>25452229</PMID>,<allocation>Randomized</allocation>,True,PMC4276480.nxml
PMC4756105,26925029,./NCT0333xxxx/NCT03333837.xml:,<PMID>26925029</PMID>,<allocation>Randomized</allocation>,True,PMC4756105.nxml
PMC1550814,16469126,./NCT0028xxxx/NCT00287274.xml:,<PMID>16469126</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1550814.nxml
PMC1550864,16420662,./NCT0149xxxx/NCT01499485.xml:,<PMID>16420662</PMID>,<allocation>Randomized</allocation>,True,PMC1550864.nxml
PMC1550884,16646987,./NCT0040xxxx/NCT00405314.xml:,<PMID>16646987</PMID>,<allocation>Randomized</allocation>,True,PMC1550884.nxml
PMC1550905,16606435,./NCT0246xxxx/NCT02469909.xml:,<PMID>16606435</PMID>,<allocation>Randomized</allocation>,True,PMC1550905.nxml
PMC3222000,21342494,./NCT0285xxxx/NCT02855749.xml:,<PMID>21342494</PMID>,<allocation>Randomized</allocation>,True,PMC3222000.nxml
PMC4056379,24168826,./NCT0285xxxx/NCT02855749.xml:,<PMID>24168826</PMID>,<allocation>Randomized</allocation>,True,PMC4056379.nxml
PMC5024914,28191160,./NCT0285xxxx/NCT02855749.xml:,<PMID>28191160</PMID>,<allocation>Randomized</allocation>,True,PMC5024914.nxml
PMC1550907,16563177,./NCT0084xxxx/NCT00846105.xml:,<PMID>16563177</PMID>,<allocation>Randomized</allocation>,True,PMC1550907.nxml
PMC1550938,16696863,./NCT0064xxxx/NCT00644930.xml:,<PMID>16696863</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1550938.nxml
PMC1550946,16723034,./NCT0210xxxx/NCT02105207.xml:,<PMID>16723034</PMID>,<allocation>Randomized</allocation>,True,PMC1550946.nxml
PMC3734890,23471509,./NCT0210xxxx/NCT02105207.xml:,<PMID>23471509</PMID>,<allocation>Randomized</allocation>,True,PMC3734890.nxml
PMC1550954,16749940,./NCT0312xxxx/NCT03128190.xml:,<PMID>16749940</PMID>,  not informed of patient allocation groups or study period.,False,PMC1550954.nxml
PMC4057181,24326085,./NCT0312xxxx/NCT03128190.xml:,<PMID>24326085</PMID>,  not informed of patient allocation groups or study period.,False,PMC4057181.nxml
PMC1553473,16882344,./NCT0032xxxx/NCT00326456.xml:,<PMID>16882344</PMID>,<allocation>Randomized</allocation>,True,PMC1553473.nxml
PMC2716295,19594942,./NCT0234xxxx/NCT02344576.xml:,<PMID>19594942</PMID>,<allocation>Randomized</allocation>,True,PMC2716295.nxml
PMC2212011,15249595,./NCT0054xxxx/NCT00548444.xml:,<PMID>15249595</PMID>,<allocation>Non-Randomized</allocation>,False,PMC2212011.nxml
PMC1557530,16820055,./NCT0029xxxx/NCT00298727.xml:,<PMID>16820055</PMID>,<allocation>Non-Randomized</allocation>,False,PMC1557530.nxml
PMC2952899,20953365,./NCT0165xxxx/NCT01658670.xml:,<PMID>20953365</PMID>,<allocation>Randomized</allocation>,True,PMC2952899.nxml
PMC2989301,21073717,./NCT0165xxxx/NCT01658670.xml:,<PMID>21073717</PMID>,<allocation>Randomized</allocation>,True,PMC2989301.nxml
PMC2808577,15716604,./NCT0113xxxx/NCT01136577.xml:,<PMID>15716604</PMID>,<allocation>Randomized</allocation>,True,PMC2808577.nxml
PMC2630834,18984556,./NCT0149xxxx/NCT01493258.xml:,<PMID>18984556</PMID>,<allocation>Randomized</allocation>,True,PMC2630834.nxml
PMC4604993,23985496,./NCT0255xxxx/NCT02551887.xml:,<PMID>23985496</PMID>,<allocation>Randomized</allocation>,True,PMC4604993.nxml
PMC1562437,16846498,./NCT0325xxxx/NCT03256123.xml:,<PMID>16846498</PMID>,<allocation>Randomized</allocation>,True,PMC1562437.nxml
PMC3916855,24384995,./NCT0325xxxx/NCT03256123.xml:,<PMID>24384995</PMID>,<allocation>Randomized</allocation>,True,PMC3916855.nxml
PMC2681013,19460913,./NCT0217xxxx/NCT02176278.xml:,<PMID>19460913</PMID>,<allocation>Randomized</allocation>,True,PMC2681013.nxml
PMC1563946,16539801,./NCT0141xxxx/NCT01412203.xml:,<PMID>16539801</PMID>,<allocation>Randomized</allocation>,True,PMC1563946.nxml
PMC1564406,16945130,./NCT0051xxxx/NCT00517803.xml:,<PMID>16945130</PMID>,<allocation>Randomized</allocation>,True,PMC1564406.nxml
PMC1636690,17042929,./NCT0051xxxx/NCT00517803.xml:,<PMID>17042929</PMID>,<allocation>Randomized</allocation>,True,PMC1636690.nxml
PMC2799542,19847185,./NCT0084xxxx/NCT00840983.xml:,<PMID>19847185</PMID>,<allocation>Randomized</allocation>,True,PMC2799542.nxml
PMC3279541,20627932,./NCT0342xxxx/NCT03427944.xml:,<PMID>20627932</PMID>,<allocation>Randomized</allocation>,True,PMC3279541.nxml
PMC3808185,24072135,./NCT0342xxxx/NCT03427944.xml:,<PMID>24072135</PMID>,<allocation>Randomized</allocation>,True,PMC3808185.nxml
PMC3104687,21655342,./NCT0199xxxx/NCT01994759.xml:,<PMID>21655342</PMID>,<allocation>Randomized</allocation>,True,PMC3104687.nxml
PMC2600258,18439374,./NCT0155xxxx/NCT01554930.xml:,<PMID>18439374</PMID>,<allocation>Randomized</allocation>,True,PMC2600258.nxml
PMC1570365,16965617,./NCT0260xxxx/NCT02609256.xml:,<PMID>16965617</PMID>,<allocation>Randomized</allocation>,True,PMC1570365.nxml
PMC4078455,24991475,./NCT0260xxxx/NCT02609256.xml:,<PMID>24991475</PMID>,<allocation>Randomized</allocation>,True,PMC4078455.nxml
PMC4123249,25101197,./NCT0260xxxx/NCT02609256.xml:,<PMID>25101197</PMID>,<allocation>Randomized</allocation>,True,PMC4123249.nxml
PMC4895944,26898512,./NCT0308xxxx/NCT03082079.xml:,<PMID>26898512</PMID>,<allocation>Randomized</allocation>,True,PMC4895944.nxml
PMC5016280,26898597,./NCT0308xxxx/NCT03082079.xml:,<PMID>26898597</PMID>,<allocation>Randomized</allocation>,True,PMC5016280.nxml
PMC3089991,21556279,./NCT0193xxxx/NCT01930422.xml:,<PMID>21556279</PMID>,<allocation>Randomized</allocation>,True,PMC3089991.nxml
