PMCID,RCT,PMCFILE
PMC3809982,False,PMC3809982.nxml
PMC3810114,False,PMC3810114.nxml
PMC3810124,False,PMC3810124.nxml
PMC3810222,False,PMC3810222.nxml
PMC3810355,False,PMC3810355.nxml
PMC3810641,False,PMC3810641.nxml
PMC3810856,False,PMC3810856.nxml
PMC3811093,False,PMC3811093.nxml
PMC3812094,False,PMC3812094.nxml
PMC3813667,False,PMC3813667.nxml
PMC3813814,False,PMC3813814.nxml
PMC3813900,False,PMC3813900.nxml
PMC3814337,False,PMC3814337.nxml
PMC3814495,False,PMC3814495.nxml
PMC3814712,False,PMC3814712.nxml
PMC3814851,False,PMC3814851.nxml
PMC3815023,False,PMC3815023.nxml
PMC3815109,False,PMC3815109.nxml
PMC3815818,False,PMC3815818.nxml
PMC3816686,False,PMC3816686.nxml
PMC3817324,False,PMC3817324.nxml
PMC3817325,False,PMC3817325.nxml
PMC3817586,False,PMC3817586.nxml
PMC3817746,False,PMC3817746.nxml
PMC3819447,False,PMC3819447.nxml
PMC3819569,False,PMC3819569.nxml
PMC3820030,False,PMC3820030.nxml
PMC3820451,False,PMC3820451.nxml
PMC3820788,False,PMC3820788.nxml
PMC3820845,False,PMC3820845.nxml
PMC3820847,False,PMC3820847.nxml
PMC3821127,False,PMC3821127.nxml
PMC3821563,False,PMC3821563.nxml
PMC3821593,False,PMC3821593.nxml
PMC3821633,False,PMC3821633.nxml
PMC3821937,False,PMC3821937.nxml
PMC3823096,False,PMC3823096.nxml
PMC3823115,False,PMC3823115.nxml
PMC3823348,False,PMC3823348.nxml
PMC3823957,False,PMC3823957.nxml
PMC3824291,False,PMC3824291.nxml
PMC3824533,False,PMC3824533.nxml
PMC3824537,False,PMC3824537.nxml
PMC3824782,False,PMC3824782.nxml
PMC3824837,False,PMC3824837.nxml
PMC3825480,False,PMC3825480.nxml
PMC3825858,False,PMC3825858.nxml
PMC3826097,False,PMC3826097.nxml
PMC3826136,False,PMC3826136.nxml
PMC3826299,False,PMC3826299.nxml
PMC3826388,False,PMC3826388.nxml
PMC3826487,False,PMC3826487.nxml
PMC3826589,False,PMC3826589.nxml
PMC3826641,False,PMC3826641.nxml
PMC3826775,False,PMC3826775.nxml
PMC3826804,False,PMC3826804.nxml
PMC3826923,False,PMC3826923.nxml
PMC3827102,False,PMC3827102.nxml
PMC3827809,False,PMC3827809.nxml
PMC3827997,False,PMC3827997.nxml
PMC3828572,False,PMC3828572.nxml
PMC3828753,False,PMC3828753.nxml
PMC3829732,False,PMC3829732.nxml
PMC3829798,False,PMC3829798.nxml
PMC3829921,False,PMC3829921.nxml
PMC3830223,False,PMC3830223.nxml
PMC3831627,False,PMC3831627.nxml
PMC3831769,False,PMC3831769.nxml
PMC3832475,False,PMC3832475.nxml
PMC3832764,False,PMC3832764.nxml
PMC3832812,False,PMC3832812.nxml
PMC3832854,False,PMC3832854.nxml
PMC3832876,False,PMC3832876.nxml
PMC3833194,False,PMC3833194.nxml
PMC3833235,False,PMC3833235.nxml
PMC3833325,False,PMC3833325.nxml
PMC3833607,False,PMC3833607.nxml
PMC3833613,False,PMC3833613.nxml
PMC3833932,False,PMC3833932.nxml
PMC3833984,False,PMC3833984.nxml
PMC3834313,False,PMC3834313.nxml
PMC3834379,False,PMC3834379.nxml
PMC3834873,False,PMC3834873.nxml
PMC3835284,False,PMC3835284.nxml
PMC3835624,False,PMC3835624.nxml
PMC3836042,False,PMC3836042.nxml
PMC3836089,False,PMC3836089.nxml
PMC3836125,True,PMC3836125.nxml
PMC3836552,False,PMC3836552.nxml
PMC3836699,False,PMC3836699.nxml
PMC3836947,False,PMC3836947.nxml
PMC3839332,False,PMC3839332.nxml
PMC3839588,False,PMC3839588.nxml
PMC3839924,False,PMC3839924.nxml
PMC3839989,False,PMC3839989.nxml
PMC3840469,False,PMC3840469.nxml
PMC3840861,False,PMC3840861.nxml
PMC3841027,False,PMC3841027.nxml
PMC3841550,False,PMC3841550.nxml
PMC3841727,False,PMC3841727.nxml
PMC3842266,False,PMC3842266.nxml
PMC3842451,False,PMC3842451.nxml
PMC3842523,False,PMC3842523.nxml
PMC3842736,False,PMC3842736.nxml
PMC3842738,False,PMC3842738.nxml
PMC3843701,False,PMC3843701.nxml
PMC3843821,False,PMC3843821.nxml
PMC3843935,False,PMC3843935.nxml
PMC3845396,False,PMC3845396.nxml
PMC3845586,False,PMC3845586.nxml
PMC3845604,False,PMC3845604.nxml
PMC3845605,False,PMC3845605.nxml
PMC3845619,False,PMC3845619.nxml
PMC3847002,False,PMC3847002.nxml
PMC3848385,False,PMC3848385.nxml
PMC3848654,False,PMC3848654.nxml
PMC3848908,False,PMC3848908.nxml
PMC3849314,False,PMC3849314.nxml
PMC3849357,False,PMC3849357.nxml
PMC3849980,False,PMC3849980.nxml
PMC3850411,False,PMC3850411.nxml
PMC3850558,False,PMC3850558.nxml
PMC3850611,False,PMC3850611.nxml
PMC3850633,False,PMC3850633.nxml
PMC3850803,False,PMC3850803.nxml
PMC3850811,False,PMC3850811.nxml
PMC3851051,False,PMC3851051.nxml
PMC3851054,False,PMC3851054.nxml
PMC3851057,False,PMC3851057.nxml
PMC3851076,False,PMC3851076.nxml
PMC3851084,False,PMC3851084.nxml
PMC3851116,False,PMC3851116.nxml
PMC3851327,False,PMC3851327.nxml
PMC3851415,False,PMC3851415.nxml
PMC3851613,False,PMC3851613.nxml
PMC3851640,False,PMC3851640.nxml
PMC3851641,False,PMC3851641.nxml
PMC3851647,False,PMC3851647.nxml
PMC3851853,False,PMC3851853.nxml
PMC3852086,False,PMC3852086.nxml
PMC3852379,False,PMC3852379.nxml
PMC3852780,False,PMC3852780.nxml
PMC3853013,False,PMC3853013.nxml
PMC3854120,False,PMC3854120.nxml
PMC3855382,False,PMC3855382.nxml
PMC3855618,False,PMC3855618.nxml
PMC3856000,False,PMC3856000.nxml
PMC3856048,False,PMC3856048.nxml
PMC3856081,False,PMC3856081.nxml
PMC3856472,False,PMC3856472.nxml
PMC3856771,False,PMC3856771.nxml
PMC3857514,False,PMC3857514.nxml
PMC3857798,False,PMC3857798.nxml
PMC3857862,False,PMC3857862.nxml
PMC3858315,False,PMC3858315.nxml
PMC3859161,False,PMC3859161.nxml
PMC3859542,False,PMC3859542.nxml
PMC3860328,False,PMC3860328.nxml
PMC3860562,False,PMC3860562.nxml
PMC3861423,False,PMC3861423.nxml
PMC3861569,False,PMC3861569.nxml
PMC3863405,False,PMC3863405.nxml
PMC3864257,False,PMC3864257.nxml
PMC3864882,False,PMC3864882.nxml
PMC3865031,False,PMC3865031.nxml
PMC3865038,False,PMC3865038.nxml
PMC3865052,False,PMC3865052.nxml
PMC3865463,False,PMC3865463.nxml
PMC3866601,False,PMC3866601.nxml
PMC3866621,False,PMC3866621.nxml
PMC3866897,False,PMC3866897.nxml
PMC3867363,False,PMC3867363.nxml
PMC3867655,False,PMC3867655.nxml
PMC3867848,False,PMC3867848.nxml
PMC3868501,False,PMC3868501.nxml
PMC3868658,False,PMC3868658.nxml
PMC3869318,False,PMC3869318.nxml
PMC3870273,False,PMC3870273.nxml
PMC3870846,False,PMC3870846.nxml
PMC3871595,False,PMC3871595.nxml
PMC3872151,False,PMC3872151.nxml
PMC3872740,False,PMC3872740.nxml
PMC3873224,False,PMC3873224.nxml
PMC3873422,False,PMC3873422.nxml
PMC3873423,False,PMC3873423.nxml
PMC3874105,False,PMC3874105.nxml
PMC3874109,False,PMC3874109.nxml
PMC3874848,False,PMC3874848.nxml
PMC3875647,False,PMC3875647.nxml
PMC3875761,False,PMC3875761.nxml
PMC3877075,False,PMC3877075.nxml
PMC3877892,False,PMC3877892.nxml
PMC3878322,False,PMC3878322.nxml
PMC3878326,False,PMC3878326.nxml
PMC3878390,False,PMC3878390.nxml
PMC3878471,False,PMC3878471.nxml
PMC3878852,False,PMC3878852.nxml
PMC3879005,False,PMC3879005.nxml
PMC3879071,False,PMC3879071.nxml
PMC3879609,False,PMC3879609.nxml
PMC3879998,False,PMC3879998.nxml
PMC3880485,False,PMC3880485.nxml
PMC3881035,True,PMC3881035.nxml
PMC3881228,False,PMC3881228.nxml
PMC3881749,False,PMC3881749.nxml
PMC3881756,False,PMC3881756.nxml
PMC3881760,False,PMC3881760.nxml
PMC3881783,False,PMC3881783.nxml
PMC3881787,False,PMC3881787.nxml
PMC3881790,False,PMC3881790.nxml
PMC3881794,False,PMC3881794.nxml
PMC3881842,False,PMC3881842.nxml
PMC3881868,False,PMC3881868.nxml
PMC3881871,False,PMC3881871.nxml
PMC3881875,False,PMC3881875.nxml
PMC3881888,False,PMC3881888.nxml
PMC3881894,False,PMC3881894.nxml
PMC3881934,False,PMC3881934.nxml
PMC3883283,False,PMC3883283.nxml
PMC3884125,False,PMC3884125.nxml
PMC3884140,False,PMC3884140.nxml
PMC3884843,False,PMC3884843.nxml
PMC3885453,False,PMC3885453.nxml
PMC3885619,False,PMC3885619.nxml
PMC3885658,False,PMC3885658.nxml
PMC3885746,False,PMC3885746.nxml
PMC3886230,False,PMC3886230.nxml
PMC3886319,False,PMC3886319.nxml
PMC3886427,False,PMC3886427.nxml
PMC3887286,False,PMC3887286.nxml
PMC3887301,False,PMC3887301.nxml
PMC3887384,False,PMC3887384.nxml
PMC3888498,False,PMC3888498.nxml
PMC3888723,False,PMC3888723.nxml
PMC3888985,False,PMC3888985.nxml
PMC3890990,False,PMC3890990.nxml
PMC3891059,False,PMC3891059.nxml
PMC3892197,False,PMC3892197.nxml
PMC3892505,False,PMC3892505.nxml
PMC3892883,False,PMC3892883.nxml
PMC3893252,False,PMC3893252.nxml
PMC3894196,False,PMC3894196.nxml
PMC3894286,False,PMC3894286.nxml
PMC3894349,False,PMC3894349.nxml
PMC3894449,False,PMC3894449.nxml
PMC3894540,False,PMC3894540.nxml
PMC3894559,False,PMC3894559.nxml
PMC3894769,False,PMC3894769.nxml
PMC3894771,False,PMC3894771.nxml
PMC3895509,False,PMC3895509.nxml
PMC3895572,False,PMC3895572.nxml
PMC3895881,False,PMC3895881.nxml
PMC3895882,False,PMC3895882.nxml
PMC3895887,False,PMC3895887.nxml
PMC3895937,False,PMC3895937.nxml
PMC3896367,False,PMC3896367.nxml
PMC3896427,False,PMC3896427.nxml
PMC3896509,False,PMC3896509.nxml
PMC3896821,False,PMC3896821.nxml
PMC3897324,False,PMC3897324.nxml
PMC3897360,False,PMC3897360.nxml
PMC3897372,False,PMC3897372.nxml
PMC3897681,False,PMC3897681.nxml
PMC3898184,False,PMC3898184.nxml
PMC3898993,False,PMC3898993.nxml
PMC3899125,False,PMC3899125.nxml
PMC3899256,False,PMC3899256.nxml
PMC3899690,False,PMC3899690.nxml
PMC3900372,False,PMC3900372.nxml
PMC3900564,False,PMC3900564.nxml
PMC3900932,False,PMC3900932.nxml
PMC3901509,False,PMC3901509.nxml
PMC3901540,False,PMC3901540.nxml
PMC3902219,False,PMC3902219.nxml
PMC3902917,False,PMC3902917.nxml
PMC3903642,False,PMC3903642.nxml
PMC3904180,False,PMC3904180.nxml
PMC3905119,False,PMC3905119.nxml
PMC3905713,False,PMC3905713.nxml
PMC3905923,False,PMC3905923.nxml
PMC3905950,False,PMC3905950.nxml
PMC3906173,False,PMC3906173.nxml
PMC3906269,False,PMC3906269.nxml
PMC3906550,False,PMC3906550.nxml
PMC3906553,False,PMC3906553.nxml
PMC3906909,False,PMC3906909.nxml
PMC3906913,False,PMC3906913.nxml
PMC3907000,False,PMC3907000.nxml
PMC3907293,False,PMC3907293.nxml
PMC3907715,False,PMC3907715.nxml
PMC3908492,False,PMC3908492.nxml
PMC3909198,False,PMC3909198.nxml
PMC3909327,False,PMC3909327.nxml
PMC3909358,False,PMC3909358.nxml
PMC3909688,False,PMC3909688.nxml
PMC3912432,False,PMC3912432.nxml
PMC3912529,False,PMC3912529.nxml
PMC3912924,False,PMC3912924.nxml
PMC3913420,False,PMC3913420.nxml
PMC3913658,False,PMC3913658.nxml
PMC3913889,False,PMC3913889.nxml
PMC3914923,False,PMC3914923.nxml
PMC3915118,False,PMC3915118.nxml
PMC3915317,False,PMC3915317.nxml
PMC3915369,False,PMC3915369.nxml
PMC3915943,False,PMC3915943.nxml
PMC3916775,False,PMC3916775.nxml
PMC3916840,False,PMC3916840.nxml
PMC3916845,False,PMC3916845.nxml
PMC3917456,False,PMC3917456.nxml
PMC3917478,False,PMC3917478.nxml
PMC3917618,False,PMC3917618.nxml
PMC3918507,False,PMC3918507.nxml
PMC3919609,False,PMC3919609.nxml
PMC3919934,False,PMC3919934.nxml
PMC3920218,False,PMC3920218.nxml
PMC3920490,False,PMC3920490.nxml
PMC3920515,False,PMC3920515.nxml
PMC3920516,False,PMC3920516.nxml
PMC3920948,False,PMC3920948.nxml
PMC3921904,False,PMC3921904.nxml
PMC3922339,False,PMC3922339.nxml
PMC3922605,False,PMC3922605.nxml
PMC3925008,False,PMC3925008.nxml
PMC3925082,False,PMC3925082.nxml
PMC3925231,False,PMC3925231.nxml
PMC3925653,False,PMC3925653.nxml
PMC3926117,False,PMC3926117.nxml
PMC3926280,False,PMC3926280.nxml
PMC3926376,False,PMC3926376.nxml
PMC3926501,False,PMC3926501.nxml
PMC3926590,False,PMC3926590.nxml
PMC3926878,False,PMC3926878.nxml
PMC3926883,False,PMC3926883.nxml
PMC3927133,False,PMC3927133.nxml
PMC3927610,False,PMC3927610.nxml
PMC3928431,False,PMC3928431.nxml
PMC3928472,False,PMC3928472.nxml
PMC3928707,False,PMC3928707.nxml
PMC3928893,False,PMC3928893.nxml
PMC3929061,False,PMC3929061.nxml
PMC3929119,False,PMC3929119.nxml
PMC3929291,False,PMC3929291.nxml
PMC3931715,False,PMC3931715.nxml
PMC3931788,False,PMC3931788.nxml
PMC3932132,False,PMC3932132.nxml
PMC3932133,False,PMC3932133.nxml
PMC3932343,False,PMC3932343.nxml
PMC3933131,False,PMC3933131.nxml
PMC3933234,False,PMC3933234.nxml
PMC3933311,False,PMC3933311.nxml
PMC3933911,False,PMC3933911.nxml
PMC3934374,False,PMC3934374.nxml
PMC3936727,False,PMC3936727.nxml
PMC3936755,False,PMC3936755.nxml
PMC3936952,False,PMC3936952.nxml
PMC3937110,False,PMC3937110.nxml
PMC3937119,False,PMC3937119.nxml
PMC3937605,False,PMC3937605.nxml
PMC3939435,False,PMC3939435.nxml
PMC3940980,False,PMC3940980.nxml
PMC3941315,False,PMC3941315.nxml
PMC3941585,False,PMC3941585.nxml
PMC3941912,False,PMC3941912.nxml
PMC3942032,False,PMC3942032.nxml
PMC3942357,False,PMC3942357.nxml
PMC3942874,False,PMC3942874.nxml
PMC3943859,False,PMC3943859.nxml
PMC3944233,False,PMC3944233.nxml
PMC3944866,False,PMC3944866.nxml
PMC3945830,False,PMC3945830.nxml
PMC3946239,False,PMC3946239.nxml
PMC3946270,False,PMC3946270.nxml
PMC3947097,False,PMC3947097.nxml
PMC3948725,False,PMC3948725.nxml
PMC3949711,True,PMC3949711.nxml
PMC3950668,False,PMC3950668.nxml
PMC3950670,False,PMC3950670.nxml
PMC3950692,False,PMC3950692.nxml
PMC3950915,False,PMC3950915.nxml
PMC3952842,False,PMC3952842.nxml
PMC3952896,False,PMC3952896.nxml
PMC3953974,False,PMC3953974.nxml
PMC3955082,False,PMC3955082.nxml
PMC3958167,False,PMC3958167.nxml
PMC3958308,False,PMC3958308.nxml
PMC3958638,False,PMC3958638.nxml
PMC3958840,False,PMC3958840.nxml
PMC3959094,False,PMC3959094.nxml
PMC3959102,False,PMC3959102.nxml
PMC3961458,False,PMC3961458.nxml
PMC3961527,False,PMC3961527.nxml
PMC3961593,False,PMC3961593.nxml
PMC3961916,False,PMC3961916.nxml
PMC3962074,False,PMC3962074.nxml
PMC3964307,False,PMC3964307.nxml
PMC3964824,False,PMC3964824.nxml
PMC3964993,False,PMC3964993.nxml
PMC3964997,False,PMC3964997.nxml
PMC3965081,False,PMC3965081.nxml
PMC3966116,False,PMC3966116.nxml
PMC3966913,False,PMC3966913.nxml
PMC3967919,False,PMC3967919.nxml
PMC3968056,False,PMC3968056.nxml
PMC3968069,False,PMC3968069.nxml
PMC3968361,False,PMC3968361.nxml
PMC3968974,False,PMC3968974.nxml
PMC3969038,False,PMC3969038.nxml
PMC3969092,False,PMC3969092.nxml
PMC3970101,False,PMC3970101.nxml
PMC3972149,False,PMC3972149.nxml
PMC3972405,False,PMC3972405.nxml
PMC3973208,False,PMC3973208.nxml
PMC3973467,False,PMC3973467.nxml
PMC3973856,False,PMC3973856.nxml
PMC3974022,False,PMC3974022.nxml
PMC3974062,False,PMC3974062.nxml
PMC3974313,False,PMC3974313.nxml
PMC3974700,False,PMC3974700.nxml
PMC3974718,False,PMC3974718.nxml
PMC3974725,False,PMC3974725.nxml
PMC3975340,False,PMC3975340.nxml
PMC3977551,False,PMC3977551.nxml
PMC3977805,False,PMC3977805.nxml
PMC3977813,False,PMC3977813.nxml
PMC3977949,False,PMC3977949.nxml
PMC3979023,False,PMC3979023.nxml
PMC3979114,False,PMC3979114.nxml
PMC3979178,False,PMC3979178.nxml
PMC3979198,False,PMC3979198.nxml
PMC3979199,False,PMC3979199.nxml
PMC3979231,False,PMC3979231.nxml
PMC3979712,False,PMC3979712.nxml
PMC3980735,False,PMC3980735.nxml
PMC3980843,False,PMC3980843.nxml
PMC3982168,False,PMC3982168.nxml
PMC3983030,False,PMC3983030.nxml
PMC3983134,False,PMC3983134.nxml
PMC3983149,False,PMC3983149.nxml
PMC3983576,False,PMC3983576.nxml
PMC3983587,False,PMC3983587.nxml
PMC3984064,False,PMC3984064.nxml
PMC3984282,False,PMC3984282.nxml
PMC3985083,False,PMC3985083.nxml
PMC3985629,False,PMC3985629.nxml
PMC3985788,False,PMC3985788.nxml
PMC3985860,False,PMC3985860.nxml
PMC3985885,False,PMC3985885.nxml
PMC3985954,False,PMC3985954.nxml
PMC3986705,False,PMC3986705.nxml
PMC3987332,False,PMC3987332.nxml
PMC3987396,False,PMC3987396.nxml
PMC3988007,False,PMC3988007.nxml
PMC3990545,False,PMC3990545.nxml
PMC3990629,False,PMC3990629.nxml
PMC3991520,False,PMC3991520.nxml
PMC3991542,False,PMC3991542.nxml
PMC3991833,False,PMC3991833.nxml
PMC3993871,False,PMC3993871.nxml
PMC3993903,False,PMC3993903.nxml
PMC3994020,False,PMC3994020.nxml
PMC3994090,False,PMC3994090.nxml
PMC3994111,False,PMC3994111.nxml
PMC3994339,False,PMC3994339.nxml
PMC3994735,False,PMC3994735.nxml
PMC3994736,False,PMC3994736.nxml
PMC3995231,False,PMC3995231.nxml
PMC3995234,False,PMC3995234.nxml
PMC3995600,False,PMC3995600.nxml
PMC3995890,False,PMC3995890.nxml
PMC3996180,False,PMC3996180.nxml
PMC3996444,False,PMC3996444.nxml
PMC3996484,False,PMC3996484.nxml
PMC3997836,False,PMC3997836.nxml
PMC3998144,False,PMC3998144.nxml
PMC3998975,False,PMC3998975.nxml
PMC3999709,False,PMC3999709.nxml
PMC4000679,False,PMC4000679.nxml
PMC4000682,False,PMC4000682.nxml
PMC4001949,False,PMC4001949.nxml
PMC4003406,False,PMC4003406.nxml
PMC4003481,False,PMC4003481.nxml
PMC4003577,False,PMC4003577.nxml
PMC4004243,False,PMC4004243.nxml
PMC4005157,False,PMC4005157.nxml
PMC4006457,False,PMC4006457.nxml
PMC4006872,False,PMC4006872.nxml
PMC4007023,False,PMC4007023.nxml
PMC4007082,False,PMC4007082.nxml
PMC4007543,False,PMC4007543.nxml
PMC4007552,False,PMC4007552.nxml
PMC4008545,False,PMC4008545.nxml
PMC4008809,False,PMC4008809.nxml
PMC4008928,False,PMC4008928.nxml
PMC4009594,False,PMC4009594.nxml
PMC4010398,False,PMC4010398.nxml
PMC4010771,False,PMC4010771.nxml
PMC4010843,False,PMC4010843.nxml
PMC4012122,False,PMC4012122.nxml
PMC4012209,False,PMC4012209.nxml
PMC4012740,False,PMC4012740.nxml
PMC4013140,False,PMC4013140.nxml
PMC4013467,False,PMC4013467.nxml
PMC4015206,False,PMC4015206.nxml
PMC4015365,False,PMC4015365.nxml
PMC4015986,False,PMC4015986.nxml
PMC4018319,False,PMC4018319.nxml
PMC4018660,False,PMC4018660.nxml
PMC4019200,False,PMC4019200.nxml
PMC4019850,False,PMC4019850.nxml
PMC4021833,False,PMC4021833.nxml
PMC4022377,False,PMC4022377.nxml
PMC4022740,False,PMC4022740.nxml
PMC4023070,False,PMC4023070.nxml
PMC4023338,False,PMC4023338.nxml
PMC4023368,False,PMC4023368.nxml
PMC4024429,False,PMC4024429.nxml
PMC4028515,False,PMC4028515.nxml
PMC4028535,False,PMC4028535.nxml
PMC4028896,False,PMC4028896.nxml
PMC4029090,False,PMC4029090.nxml
PMC4029276,False,PMC4029276.nxml
PMC4029530,False,PMC4029530.nxml
PMC4029557,False,PMC4029557.nxml
PMC4030169,False,PMC4030169.nxml
PMC4030917,False,PMC4030917.nxml
PMC4030919,False,PMC4030919.nxml
PMC4031049,False,PMC4031049.nxml
PMC4032677,False,PMC4032677.nxml
PMC4033173,False,PMC4033173.nxml
PMC4033323,False,PMC4033323.nxml
PMC4034100,False,PMC4034100.nxml
PMC4034119,False,PMC4034119.nxml
PMC4034496,False,PMC4034496.nxml
PMC4034558,False,PMC4034558.nxml
PMC4035131,False,PMC4035131.nxml
PMC4035316,False,PMC4035316.nxml
PMC4038256,False,PMC4038256.nxml
PMC4038340,False,PMC4038340.nxml
PMC4038457,False,PMC4038457.nxml
PMC4039229,False,PMC4039229.nxml
PMC4039231,False,PMC4039231.nxml
PMC4039237,False,PMC4039237.nxml
PMC4040659,False,PMC4040659.nxml
PMC4040667,False,PMC4040667.nxml
PMC4040920,False,PMC4040920.nxml
PMC4041433,False,PMC4041433.nxml
PMC4041780,False,PMC4041780.nxml
PMC4042474,False,PMC4042474.nxml
PMC4043553,False,PMC4043553.nxml
PMC4043571,False,PMC4043571.nxml
PMC4043574,False,PMC4043574.nxml
PMC4045197,False,PMC4045197.nxml
PMC4046148,False,PMC4046148.nxml
PMC4046244,False,PMC4046244.nxml
PMC4046877,False,PMC4046877.nxml
PMC4046928,False,PMC4046928.nxml
PMC4047600,False,PMC4047600.nxml
PMC4047838,False,PMC4047838.nxml
PMC4048316,False,PMC4048316.nxml
PMC4048695,False,PMC4048695.nxml
PMC4049696,False,PMC4049696.nxml
PMC4050037,False,PMC4050037.nxml
PMC4050426,False,PMC4050426.nxml
PMC4050492,False,PMC4050492.nxml
PMC4050963,False,PMC4050963.nxml
PMC4050964,False,PMC4050964.nxml
PMC4051425,False,PMC4051425.nxml
PMC4051742,False,PMC4051742.nxml
PMC4052174,False,PMC4052174.nxml
PMC4052727,False,PMC4052727.nxml
PMC4052924,False,PMC4052924.nxml
PMC4053099,False,PMC4053099.nxml
PMC4053114,False,PMC4053114.nxml
PMC4053122,False,PMC4053122.nxml
PMC4053276,False,PMC4053276.nxml
PMC4053661,False,PMC4053661.nxml
PMC4054036,False,PMC4054036.nxml
PMC4054072,False,PMC4054072.nxml
PMC4054876,False,PMC4054876.nxml
PMC4054948,False,PMC4054948.nxml
PMC4056021,False,PMC4056021.nxml
PMC4056062,False,PMC4056062.nxml
PMC4056319,False,PMC4056319.nxml
PMC4056554,False,PMC4056554.nxml
PMC4056752,False,PMC4056752.nxml
PMC4057054,False,PMC4057054.nxml
PMC4057092,False,PMC4057092.nxml
PMC4057238,False,PMC4057238.nxml
PMC4057422,False,PMC4057422.nxml
PMC4057478,True,PMC4057478.nxml
PMC4057574,False,PMC4057574.nxml
PMC4057680,False,PMC4057680.nxml
PMC4057684,False,PMC4057684.nxml
PMC4058044,False,PMC4058044.nxml
PMC4058050,False,PMC4058050.nxml
PMC4058458,False,PMC4058458.nxml
PMC4059921,False,PMC4059921.nxml
PMC4060411,False,PMC4060411.nxml
PMC4060495,False,PMC4060495.nxml
PMC4061198,False,PMC4061198.nxml
PMC4061501,False,PMC4061501.nxml
PMC4063495,False,PMC4063495.nxml
PMC4063532,False,PMC4063532.nxml
PMC4064127,False,PMC4064127.nxml
PMC4064209,False,PMC4064209.nxml
PMC4064336,False,PMC4064336.nxml
PMC4064976,False,PMC4064976.nxml
PMC4064984,False,PMC4064984.nxml
PMC4065531,False,PMC4065531.nxml
PMC4066318,False,PMC4066318.nxml
PMC4066319,False,PMC4066319.nxml
PMC4066622,False,PMC4066622.nxml
PMC4066725,False,PMC4066725.nxml
PMC4067616,False,PMC4067616.nxml
PMC4067620,False,PMC4067620.nxml
PMC4069727,False,PMC4069727.nxml
PMC4070545,False,PMC4070545.nxml
PMC4070666,False,PMC4070666.nxml
PMC4071032,False,PMC4071032.nxml
PMC4071076,False,PMC4071076.nxml
PMC4071413,False,PMC4071413.nxml
PMC4072267,False,PMC4072267.nxml
PMC4073117,False,PMC4073117.nxml
PMC4073177,False,PMC4073177.nxml
PMC4073271,False,PMC4073271.nxml
PMC4073878,False,PMC4073878.nxml
PMC4074130,False,PMC4074130.nxml
PMC4074166,False,PMC4074166.nxml
PMC4074701,False,PMC4074701.nxml
PMC4075141,False,PMC4075141.nxml
PMC4075347,False,PMC4075347.nxml
PMC4076041,False,PMC4076041.nxml
PMC4077114,False,PMC4077114.nxml
PMC4077239,False,PMC4077239.nxml
PMC4077608,False,PMC4077608.nxml
PMC4077729,False,PMC4077729.nxml
PMC4077792,False,PMC4077792.nxml
PMC4078332,False,PMC4078332.nxml
PMC4078908,False,PMC4078908.nxml
PMC4078945,False,PMC4078945.nxml
PMC4079406,False,PMC4079406.nxml
PMC4079407,False,PMC4079407.nxml
PMC4079425,False,PMC4079425.nxml
PMC4079453,False,PMC4079453.nxml
PMC4079609,False,PMC4079609.nxml
PMC4080998,False,PMC4080998.nxml
PMC4081316,False,PMC4081316.nxml
PMC4081413,False,PMC4081413.nxml
PMC4083484,False,PMC4083484.nxml
PMC4083860,False,PMC4083860.nxml
PMC4084580,False,PMC4084580.nxml
PMC4085062,False,PMC4085062.nxml
PMC4086060,False,PMC4086060.nxml
PMC4086092,False,PMC4086092.nxml
PMC4086105,False,PMC4086105.nxml
PMC4086346,False,PMC4086346.nxml
PMC4086738,False,PMC4086738.nxml
PMC4086825,False,PMC4086825.nxml
PMC4088299,False,PMC4088299.nxml
PMC4089703,False,PMC4089703.nxml
PMC4089931,False,PMC4089931.nxml
PMC4090734,False,PMC4090734.nxml
PMC4093750,False,PMC4093750.nxml
PMC4094615,False,PMC4094615.nxml
PMC4094997,False,PMC4094997.nxml
PMC4095569,False,PMC4095569.nxml
PMC4095741,False,PMC4095741.nxml
PMC4096494,False,PMC4096494.nxml
PMC4098605,False,PMC4098605.nxml
PMC4099042,False,PMC4099042.nxml
PMC4099196,False,PMC4099196.nxml
PMC4099951,False,PMC4099951.nxml
PMC4100143,False,PMC4100143.nxml
PMC4100832,False,PMC4100832.nxml
PMC4101606,False,PMC4101606.nxml
PMC4102402,False,PMC4102402.nxml
PMC4102935,False,PMC4102935.nxml
PMC4103866,False,PMC4103866.nxml
PMC4104682,False,PMC4104682.nxml
PMC4105761,False,PMC4105761.nxml
PMC4106307,False,PMC4106307.nxml
PMC4107340,False,PMC4107340.nxml
PMC4107901,False,PMC4107901.nxml
PMC4108209,False,PMC4108209.nxml
PMC4109398,False,PMC4109398.nxml
PMC4109399,False,PMC4109399.nxml
PMC4110220,False,PMC4110220.nxml
PMC4110421,False,PMC4110421.nxml
PMC4110935,False,PMC4110935.nxml
PMC4111689,False,PMC4111689.nxml
PMC4112172,False,PMC4112172.nxml
PMC4113071,True,PMC4113071.nxml
PMC4113849,False,PMC4113849.nxml
PMC4114108,False,PMC4114108.nxml
PMC4114284,False,PMC4114284.nxml
PMC4115432,False,PMC4115432.nxml
PMC4116162,False,PMC4116162.nxml
PMC4116622,False,PMC4116622.nxml
